id,author,year,period_of_year,title,obj_plant,obj_animal,obj_ecosystem,communities_populations,obj_ecosystem_int,obj_landscape,obj_socioecological,obj_soil,obj_interactions,obj_climate,obj_litter,obj_others,exclusives,high_level,high_com,high_ecos,high_landscape,high_socio,object_of_study_anthropic,object_of_study_interaction,plant_seeds,plant_juvenile,plant_adults,plant_not_specified,atlantic_forest,amazon,cerrado,caatinga,pampa
2292,"Vasconcelos, H.L.",1997,1996-2000,Foraging activity of an Amazonian leaf-cutting ant: responses to changes in the availability of woody plants and to previous plant damage,0,1,0,NA,1,0,0,0,1,0,0,0,2,NA,NA,NA,NA,NA,,herbivory,NA,NA,NA,NA,0,1,0,0,0
2293,"Tabarelli, M and Lopes, AV and Peres, CA",2008,2006-2010,Edge-effects Drive Tropical Forest Fragments Towards an Early-Successional System,0,0,0,NA,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
2294,"Silva, R.F.B.D. and Batistella, M. and Moran, E.F.",2017,2016-2020,"Socioeconomic changes and environmental policies as dimensions of regional land transitions in the Atlantic Forest, Brazil",1,0,0,0,0,1,1,0,0,0,0,0,3,socioecological,0,0,0,1,socioecological,na,0,0,0,1,1,0,0,0,0
2295,"Machado, E.L.M. and de Oliveira-Filho, A.T.",2010,2006-2010,Spatial patterns of tree community dynamics are detectable in a small (4 ha) and disturbed fragment of the Brazilian Atlantic forest,1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,NA,0,0,1,0,1,0,0,0,0
2296,"Morel, JD and Menino, GCD and dos Santos, RM and Garcia, PO and Luz, MS",2014,2011-2015,POPULATION STRUCTURE OF Calyptranthes clusiifolia O.Berg IN TWO PATCHES IN THE SOUTHERN MINAS GERAIS STATE,1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,NA,0,0,1,0,1,0,0,0,0
2297,"Brondizio, E. and Moran, E. and Mausel, P. and Wu, Y.",1996,1996-2000,Land cover in the Amazon estuary: Linking of the thematic mapper with botanical and historical data,1,0,0,0,0,1,0,0,0,0,0,0,2,landscape,0,0,1,0,,,0,0,0,1,0,1,0,0,0
2299,"MaÃ§aneiro, J.P. and Gasper, A.L. and Schorn, L.A. and GalvÃ£o, F.",2017,2016-2020,FEW DOMINANT NATIVE WOODY SPECIES: HOW SUBTROPICAL RAINFOREST SUCCESSIONAL PROCESS ACTS ON ABANDONED PASTURES IN SOUTHERN BRAZIL,1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,,0,0,0,1,1,0,0,0,0
2301,"Oliveira, W. and Silva, J.L.S. and Barros, M.F. and Tabarelli, M. and Leal, I.R. and Lopes, A.V.",2024,2021-2025,Recovery of the reproductive functional diversity of edible fruit plant assemblages along the regeneration of a Caatinga dry forest,1,0,1,1,1,0,0,0,1,0,0,0,3,ecosystem,0,1,0,0,,polination,1,0,0,0,0,0,0,1,0
2303,"Lu, D. and Mausel, P. and Batistella, M. and Moran, E.",2004,2001-2005,Comparison of land-cover classification methods in the Brazilian Amazon Basin,1,0,0,0,0,1,0,0,0,0,0,0,2,landscape,0,0,1,0,NA,NA,0,0,0,1,0,1,0,0,0
2307,"Vasconcelos, HL",1999,1996-2000,Effects of forest disturbance on the structure of ground-foraging ant communities in central Amazonia,0,1,0,NA,0,1,0,0,0,0,1,0,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,1,0,0,0
2308,"Alvarenga, A.S. and Silveira, F.A. and dos Santos JÃºnior, J.E. and de Novais, S.M.A. and Quesada, M. and Neves, F.S.",2020,2016-2020,Vegetation composition and structure determine wild bee communities in a tropical dry forest,0,1,0,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0
2309,"Prieto, P.V. and Sansevero, J.B.B. and Garbin, M.L. and Braga, J.M.A. and Rodrigues, P.J.F.P.",2014,2011-2015,Edge effects of linear canopy openings on understorey communities in a lowland Atlantic tropical forest,1,0,0,1,0,1,0,0,0,0,0,0,2,landscape,0,0,1,0,,NA,0,1,1,0,1,0,0,0,0
2310,"Henud, IR and Manes, S and Marinho, LDV and Clemente, AC and Shimabukuro, JK and Tanizaki-Fonseca, K",2021,2021-2025,Biomass and carbon stock estimation of an Atlantic Forest fragment,1,0,1,0,1,1,0,0,0,0,0,0,3,landscape,0,0,1,0,,NA,0,0,0,1,1,0,0,0,0
2312,"Dallabrida, JP and Cruz, AP and de Souza, CC and da Silva, MAF and Soboleski, VD and Loebens, R and Buzzi, F and da Silva, AC and Higuchi, P",2017,2016-2020,TREE COMPONENT DEMOGRAPHY IN AN UPPER MONTANE MIXED OMBROPHILOUS FOREST UNDER CHRONIC ANTHROPOGENIC DISTURBANCES,1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,NA,0,0,1,0,1,0,0,0,0
2313,"Lopes, C.G.R. and Ferraz, E.M.N. and Castro, C.C.D. and Lima, E.N.D. and Santos, J.M.F.F.D. and Santos, D.M.D. and AraÃºjo, E.D.L.",2012,2011-2015,Forest succession and distance from preserved patches in the Brazilian semiarid region,1,0,0,1,0,1,0,0,0,0,0,0,2,landscape,0,0,1,0,NA,NA,0,1,1,0,0,0,0,1,0
2314,"de Araujo Lira, A.F. and Damasceno, E.M. and Silva-Filho, A.A.C. and Albuquerque, C.M.R.D.",2018,2016-2020,Linking scorpion (Arachnida: Scorpiones) assemblage with fragment restoration in the Brazilian Atlantic Forest,0,1,0,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,0,0,0,0
2319,"Pelissari, A.L. and Figueiredo Filho, A. and PÃ©llico Netto, S. and Ebling, A.A. and Roveda, M. and Sanquetta, C.R.",2017,2016-2020,Geostatistical modeling applied to spatiotemporal dynamics of successional tree species groups in a natural Mixed Tropical Forest,1,0,0,1,0,1,0,0,0,0,0,0,2,landscape,0,0,1,0,,NA,0,0,0,1,1,0,0,0,0
2320,"Resende, A.F. and Gavioli, F.R. and Chaves, R.B. and Metzger, J.P. and Guedes Pinto, L.F. and Piffer, P.R. and Krainovic, P.M. and Fuza, M.S. and Rodrigues, R.R. and Pinho, M. and Almeida, C.T. and Almeida, D.R.A. and Molin, P.G. and Silva, T.S.F. and Brancalion, P.H.S.",2024,2021-2025,How to enhance Atlantic Forest protection? Dealing with the shortcomings of successional stages classification,0,0,0,NA,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0
2322,"Ribeiro, V.A. and da Silva, R.N. and Sousa-Souto, L. and Neves, F.S.",2013,2011-2015,Fluctuating asymmetry of and herbivory on Poincianella pyramidalis (Tul.) L.P. Queiroz (Fabaceae) in pasture and secondary tropical dry forest,1,0,0,0,1,0,0,0,1,0,0,0,2,ecosystem,0,1,0,0,,herbivory,0,0,0,0,0,0,0,1,0
2323,"Menezes, C.E.G. and Pereira, M.G. and Correia, M.E.F. and dos Anjos, L.H.C. and Paula, R.R. and de Souza, M.E.",2010,2006-2010,"LITTER CONTRIBUTION AND DECOMPOSITION AND ROOT BIOMASS PRODUCTION IN FORESTS AT DIFFERENT SUCESSIONAL STAGES IN PINHEIRAL, RJ",0,0,1,NA,1,0,0,1,0,0,1,0,3,NA,NA,NA,NA,NA,NA,NA,,,,,1,0,0,0,0
706,"Quesada, M and Sanchez-Azofeifa, GA and Alvarez-AÃ±orve, M and Stoner, KE and Avila-Cabadilla, L and Calvo-Alvarado, J and Castillo, A and EspÃ­rito-Santo, MM and Fagundes, M and Fernandes, GW and Gamon, J and Lopezaraiza-Mikel, M and Lawrence, D and Morellato, LPC and Powers, JS and Neves, FD and Rosas-Guerrero, V and Sayago, R and Sanchez-Montoya, G",2009,2006-2010,Succession and management of tropical dry forests in the Americas: Review and new perspectives,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
2326,"Flores, BM and Piedade, MTF and Nelson, BW",2014,2011-2015,Fire disturbance in Amazonian blackwater floodplain forests,1,0,0,0,0,1,0,0,0,0,0,0,2,landscape,0,0,1,0,,NA,0,0,0,1,0,1,0,0,0
2327,"Ribeiro, S.C. and Jacovine, L.A.G. and Soares, C.P.B. and Martins, S.V. and Nardelli, A.M.B. and de Souza, A.L.",2010,2006-2010,QUANTIFICATION OF BIOMASS AND ESTIMATION OF CARBON STOCK IN A CAPOEIRA IN THE MINAS GERAIS FOREST ZONE,1,0,1,1,1,0,0,0,0,0,0,0,2,ecosystem,0,1,0,0,,NA,0,0,1,0,1,0,0,0,0
2328,"Pardini, R. and Faria, D. and Accacio, G.M. and Laps, R.R. and Mariano-Neto, E. and Paciencia, M.L.B. and Dixo, M. and Baumgarten, J.",2009,2006-2010,The challenge of maintaining Atlantic forest biodiversity: A multi-taxa conservation assessment of specialist and generalist species in an agro-forestry mosaic in southern Bahia,1,1,0,1,0,1,0,0,0,0,0,0,3,landscape,0,0,1,0,,na,0,0,1,0,1,0,0,0,0
2329,"FalcÃ£o, L.A.D. and EspÃ­rito-Santo, M.M. and Fernandes, G.W. and Paglia, A.P.",2018,2016-2020,"Effects of Habitat Structure, Plant Cover, and Successional Stage on the Bat Assemblage of a Tropical Dry Forest at Different Spatial Scales",0,1,1,NA,1,1,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0
2330,"Braz, E.C.F. and GalvÃ­ncio, J.D. and de AraÃºjo Filho, J.C. and Rodrigues, G.G.",2025,2021-2025,"Vegetation cover and land use around streams in a conservation unit in the Atlantic forest, Pernambuco, Brazil",1,0,0,0,0,1,1,0,0,0,0,0,3,socioecological,0,0,0,1,socioecological,NA,0,0,0,1,1,0,0,0,0
2331,"Amaral, MVF and de Souza, AL and Soares, VP and Soares, CPB and Leite, HG and Martins, SV and Fernandes, EI and de Lana, JM",2009,2006-2010,ASSESSMENT AND COMPARISON OF METHODS OF CLASSIFICATION OF ORBITAL IMAGES FOR THE MAPPING OF FOREST SUCCESSION STADIUMS,1,0,0,0,0,1,0,0,0,0,0,0,2,landscape,0,0,1,0,,NA,0,0,0,1,1,0,0,0,0
2332,"Lopes, J.F.B. and Lopes, F.B. and AraÃºjo, I.C.D.S. and Pereira, E.C.B. and BrandÃ£o, M.L.S.M. and Feitosa, E.D.O. and Luna, N.R.D.S. and Sousa, G.G.D. and Amorim, A.V. and Iwata, B.D.F. and Andrade, E.M.D.",2023,2021-2025,"How Forest Management with Clear-Cutting Affects the Regeneration, Diversity and Structure of a Seasonally Dry Tropical Forest in Brazil",1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,,0,0,1,0,0,0,0,1,0
795,"Arroyo-RodrÃ­guez, V and Melo, FPL and MartÃ­nez-Ramos, M and Bongers, F and Chazdon, RL and Meave, JA and Norden, N and Santos, BA and Leal, IR and Tabarelli, M",2017,2016-2020,"Multiple successional pathways in human-modified tropical landscapes: new insights from forest succession, forest fragmentation and landscape ecology research",0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
819,"Fiamoncini-PastÃ³rio, F. and Fiorentin-Dos-santos, K. and De-Gasper, A.L.",2023,2021-2025,Classification systems for secondary forests in four neotropical countries: Synthesis and conceptual analysis,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
2335,"Miranda, I.S. and Mitja, D. and Silva, T.S.",2009,2006-2010,Mutual influence of forests and pastures on the seedbanks in the Eastern Amazon,1,0,0,1,0,0,1,0,0,0,0,0,2,socioecological,0,0,0,1,socioecological,NA,1,0,0,0,0,1,0,0,0
2337,"AraÃºjo, J.E.V.L. and MendonÃ§a Filho, C.V. and Santos, J.B. and Carvalho, F.P.",2014,2011-2015,COLONIZATION OF Mimosa gemmulata Barneby ON AREAS AMONG EUCALIPTOUS STANDS OF CERRADO IN SECONDARY SUCCESSION,1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,NA,0,0,1,0,0,0,1,0,0
837,"Tabarelli, M and Aguiar, AV and Ribeiro, MC and Metzger, JP and Peres, CA",2010,2006-2010,Prospects for biodiversity conservation in the Atlantic Forest: Lessons from aging human-modified landscapes,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0
2340,"Neves, FS and Antoniazzi, R and Camarota, F and Pacelhe, FT and Powell, S",2021,2021-2025,Spatiotemporal dynamics of the ant community in a dry forest differ by vertical strata but not by successional stage,0,1,0,NA,0,1,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0
2341,"De Melo, A.C.G. and Durigan, G.",2007,2006-2010,"Structural evolution of planted riparian forests in the medium paranapanema valley, SP, Brazil",1,0,1,1,1,0,0,0,0,0,0,0,2,ecosystem,0,1,0,0,,NA,0,1,1,0,1,0,1,0,0
2342,"Santos, FFD and Durigan, G and Boschi, RS and Ivanauskas, N and Rodrigues, RR",2024,2021-2025,Tree community dynamics in the cerradao (2002-2016): A case of biome shift,1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,NA,0,0,1,0,0,0,1,0,0
2343,"Deccache, L.S.J. and Mynssen, C.M. and Fraga, C.N.D. and Fernandez, E.P. and GuimarÃ£es, E.F. and LÃ­rio, E.J.D. and Filardi, F.L.R. and Fraga, F.R.D.M. and Saleme, F. and Shimizu, G.H. and Lima, H.C.D. and Ogasawara, H.A. and Marques, H.O. and Waga, I.M. and Silva, I.C.D.C. and Lopes, J.D.C. and Biral, L. and Lima, L.V. and Barbosa, M.L. and Gomes, M. and Bovini, M.G. and Kaehler, M. and Roque, N. and Silva, O.L.M.D. and Moraes, P.L.R.D. and Borges, R.L. and Marquete, R. and Bochorny, T. and Fernandes, T. and Verdi, M.",2024,2021-2025,"A comprehensive floristic knowledge of a fragment of Semideciduous Seasonal Forest [Parque Estadual da Serra da ConcÃ³rdia], Rio de Janeiro, Brazil",1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,NA,0,0,0,1,1,0,0,0,0
2344,"Costa Jr., R.F. and Ferreira, R.L.C. and Rodal, M.J.N. and Feliciano, A.L.P. and Marangon, L.C. and Da Silva, W.C.",2008,2006-2010,"Phytosociological structure of the arboreous component of Dense Ombrophylous Forest fragment in south bush of Pernambuco state, northeastern Brazil",1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,NA,0,0,1,0,1,0,0,0,0
2347,"Teixeira, CD and Malysz, M and Capellesso, ES and Bayer, C and Sausen, TL",2025,2021-2025,Linking understory functional traits to soil organic carbon storage in natural and planted subtropical forests,0,0,1,NA,1,1,0,1,0,0,1,0,4,NA,NA,NA,NA,NA,NA,NA,,,,,1,0,0,0,0
2349,"FÃ¡vero, AA and Costa, MD and Figueira, M and Andriollo, DD and Longhi, SJ",2015,2011-2015,Species abundance distribution in tree community of a hill top in subtropical seasonal forest,1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,NA,0,0,1,0,1,0,0,0,0
2353,"Rodrigues, RR and Torres, RB and Matthes, LAF and Penha, AS",2004,2001-2005,Tree species sprouting from root buds in a semideciduous forest affected by fires,1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,NA,0,0,1,0,1,0,0,0,0
2357,"Umetsu, F and Pardini, R",2007,2006-2010,Small mammals in a mosaic of forest remnants and anthropogenic habitats-evaluating matrix quality in an Atlantic forest landscape,0,1,0,NA,0,1,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,0,0,0,0
1002,"Jakovac, CC and Junqueira, AB and Crouzeilles, R and PeÃ±a-Claros, M and Mesquita, RCG and Bongers, F",2021,2021-2025,The role of land-use history in driving successional pathways and its implications for the restoration of tropical forests,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
2360,"Pereira, I.M. and Andrade, L.A. and Sampaio, E.V.S.B. and Barbosa, M.R.V.",2003,2001-2005,Use-history effects on structure and flora of caatinga,1,0,0,1,0,1,0,0,0,0,0,0,2,landscape,0,0,1,0,,NA,0,0,1,0,0,0,0,1,0
2361,"Souza-Silva, H. and Machado, L.F. and Silva, J.O. and EspÃ­rito-Santo, M.M.",2015,2011-2015,Consequences of habitat disturbance on seed fate of a Brazilian tropical dry forest tree Cavanillesia arborea (Malvaceae),1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,,1,1,0,0,0,0,0,1,0
1025,"LÃ³pez-Bedoya, PA and Bohada-Murillo, M and Angel-Vallejo, MC and Audino, LD and Davis, AL and Gurr, G and Noriega, JA",2022,2021-2025,Primary forest loss and degradation reduces biodiversity and ecosystem functioning: A global meta-analysis using dung beetles as an indicator taxon,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
2364,"de Oliveira, C.C. and Martins, F.R. and Souza, B.C. and de Sa Barretto Sampaio, E.V. and Bezerra Loiola, M.I. and Soares, A.A.",2023,2021-2025,Resilience and successional trends of woody vegetation in seasonally dry tropical forests,1,0,1,1,1,0,0,0,0,0,0,0,2,ecosystem,0,1,0,0,,NA,0,1,1,0,0,0,0,1,0
2365,"Sothe, C and de Almeida, CM and Schimalski, MB and Liesenberg, V",2018,2016-2020,INTEGRATION OF WORLDVIEW-2 AND LIDAR DATA TO MAP A SUBTROPICAL FOREST AREA: COMPARISON OF MACHINE LEARNING ALGORITHMS,1,0,0,0,0,1,0,0,0,0,0,0,2,landscape,0,0,1,0,NA,NA,0,0,0,1,1,0,0,0,0
2367,"Schmidt, AD and Castellani, TT and Dechoum, MD",2020,2016-2020,Biotic and abiotic changes in subtropical seasonal deciduous forest associated with invasion by Hovenia dulcis Thunb. (Rhamnaceae),1,0,1,1,1,0,0,1,0,0,1,0,4,ecosystem,0,1,0,0,,NA,0,0,0,1,1,0,0,0,0
2372,"Xaud, H.A.M. and Martins, F.S.R.V. and Dos Santos, J.R.",2013,2011-2015,Tropical forest degradation by mega-fires in the northern Brazilian Amazon,1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,NA,0,0,1,0,0,1,0,0,0
2373,"Diniz, FH and Kok, K and Hott, MC and Hoogstra-Klein, MA and Arts, B",2013,2011-2015,From space and from the ground: determining forest dynamics in settlement projects in the Brazilian Amazon,1,0,0,0,0,1,0,0,0,0,0,0,2,landscape,0,0,1,0,,NA,0,0,0,1,0,1,0,0,0
2374,"Lu, D. and Li, G. and Moran, E. and Hetrick, S.",2013,2011-2015,Spatiotemporal analysis of land-use and land-cover change in the Brazilian Amazon,1,0,0,0,0,1,0,0,0,0,0,0,2,landscape,0,0,1,0,,NA,0,0,0,1,0,1,0,0,0
2377,"Santos, JR and Araujo, LS and Dutra, LV and Freitas, CC and Mura, JC and Gama, FF",2002,2001-2005,Estimation of basal area from Amazon tropical rain forest using airborne P-band SAR data,1,0,0,1,0,1,0,0,0,0,0,0,2,landscape,0,0,1,0,,NA,0,0,0,1,0,1,0,0,0
2379,"Coelho, A.J.P. and Villa, P.M. and Matos, F.A.R. and Heringer, G. and Bueno, M.L. and de Paula Almado, R. and Meira-Neto, J.A.A.",2022,2021-2025,Atlantic Forest recovery after long-term eucalyptus plantations: The role of zoochoric and shade-tolerant tree species on carbon stock,1,0,1,1,1,0,0,0,0,0,0,0,2,ecosystem,0,1,0,0,,NA,0,0,1,0,1,0,0,0,0
2380,"Paula, F.R.D. and Ferraz, S.F.D.B. and Gerhard, P. and Vettorazzi, C.A. and Ferreira, A.",2011,2011-2015,Large Woody Debris Input and Its Influence on Channel Structure in Agricultural Lands of Southeast Brazil,1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,NA,0,0,0,1,1,0,1,0,0
2383,"Kaminski, N and Angelo, AC and Nicola, PA",2016,2016-2020,The influence of the succession gradient and Merostachys aff. multiramea fruiting in a community of birds in the Araucaria Forest,0,1,0,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,0,0,0,0
2384,"Menezes, G.S.C. and Cazetta, E. and Dodonov, P.",2019,2016-2020,Vegetation structure across fire edges in a Neotropical rain forest,1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,NA,0,0,1,0,1,0,0,0,0
2385,"Santos, P.F. and Garcia, P.O. and Santos, R.M. and Morel, J.D. and BenÃ­cio, M.H.N. and Apgaua, D.M.G. and Tng, D.Y.P.",2017,2016-2020,"Temporal changes in tree community structure and richness in a seasonally dry tropical forest in Minas Gerais, southeastern Brazil",1,0,1,1,1,0,0,0,0,0,0,0,2,ecosystem,0,1,0,0,,NA,0,1,1,0,0,0,0,1,0
2386,"Mello, A.Y.I. and Diogenes, S.A.",2011,2011-2015,Secondary vegetation dynamics in the Brazilian Amazon based on thematic mapper imagery,1,0,0,0,0,1,0,0,0,0,0,0,2,landscape,0,0,1,0,,NA,0,0,0,1,0,1,0,0,0
2387,"Schweizer, D. and Petter, G. and Gomes CÃ©sar, R. and Ferraz, S. and de Souza Moreno, V. and Brancalion, P.H.S. and Bugmann, H.",2022,2021-2025,Natural forest regrowth under different land use intensities and landscape configurations in the Brazilian Atlantic Forest,1,0,1,1,1,1,0,0,0,0,0,0,3,landscape,0,0,1,0,NA,NA,0,1,0,0,1,0,0,0,0
2388,"de Medeiros, E.V. and Duda, G.P. and Rodrigues dos Santos, L.A. and de Sousa Lima, J.R. and Almeida-CortÃªz, J.S.D. and Hammecker, C. and Lardy, L. and Cournac, L.",2017,2016-2020,"Soil organic carbon, microbial biomass and enzyme activities responses to natural regeneration in a tropical dry region in Northeast Brazil",0,0,1,NA,1,0,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,0,0,1,0
2389,"Da Silva Narvaes, I. and Da Silva, A.D.Q. and Dos Santos, J.R.",2007,2006-2010,Evaluation of the interaction between SAR L-band signal and structural parameters of forest cover,1,0,0,0,0,1,0,0,0,0,0,0,2,landscape,0,0,1,0,,NA,0,0,0,1,0,1,0,0,0
2392,"De Figueiredo, L.T.M. and Soares, C.P.B. and de Sousa, A.L. and Leite, H.G. and Da Silva, G.F.",2015,2011-2015,CARBON STOCK DYNAMICS OF TREE STEMS IN A TROPICAL SEMIDECIDUOUS FOREST,1,0,1,0,1,0,0,0,0,0,0,0,2,ecosystem,0,1,0,0,,NA,0,0,0,1,1,0,0,0,0
2394,"Peixoto, KD and Marimon, B and Cavalheiro, KA and Silva, NA and das Neves, EC and Freitag, R and Mews, HA and Valadao, MBX and Marimon, BS",2018,2016-2020,Assessing the effects of rainfall reduction on litterfall and the litter layer in phytophysiognomies of the Amazonia-Cerrado transition,0,0,0,NA,0,0,0,1,0,1,1,0,3,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,1,1,0,0
2396,"Brouwer, R. and PeÃ±a-Claros, M. and Bongers, F. and Poorter, L. and Guillemot, J. and Almeida, D.R.A. and de Almeida, C.T. and Resende, A.F. and SimÃµes, L.H.P. and Ivanauskas, N.M. and Ferreira de Lima, R.A. and Souza, V.C. and Toledo, C.A.P. and Cooper, M. and Fernandes Neto, J.G. and Decuyper, M. and Molin, P.G. and Rodrigues, R.R. and Brancalion, P.H.S.",2025,2021-2025,Functional recovery of tropical forests: The role of restoration methods and environmental conditions,1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,NA,0,0,1,0,1,0,0,0,0
2397,"Costa, M.B. and De Menezes, L.F.T. and Nascimento, M.T.",2017,2016-2020,Post-fire regeneration in seasonally dry tropical forest fragments in southeastern Brazil,1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,NA,0,0,0,1,1,0,0,0,0
2399,"Carmo, FMD and Poeiras, LM and GonÃ§alves, AB and de Mello, SM and Neto, JAAM and Borges, EEDE and da Silva, AF",2012,2011-2015,SEEDBED GERMINATION OF NATIVE SPECIES UNDER CANOPY OF EXOTIC SPECIES,1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,NA,1,0,0,0,1,0,0,0,0
2400,"Lindner, A. and Sattler, D.",2012,2011-2015,"Biomass estimations in forests of different disturbance history in the Atlantic Forest of Rio de Janeiro, Brazil",1,0,1,0,1,0,0,0,0,0,0,0,2,ecosystem,0,1,0,0,,NA,0,0,0,1,1,0,0,0,0
2401,"Rodrigues, MA and Paoli, AAS and Barbosa, JM and dos Santos, NA",2010,2006-2010,EVALUATION OF SEED RAIN IN AREAS OF RESTINGA WITH DIFFERENTS REGENERATION STAGES,1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,NA,1,0,0,0,1,0,0,0,0
2402,"Carvalho, R and de Aguiar, APD and Amaral, S",2020,2016-2020,Diversity of cattle raising systems and its effects over forest regrowth in a core region of cattle production in the Brazilian Amazon,1,0,0,0,0,1,0,0,0,0,0,0,2,landscape,0,0,1,0,,,0,0,0,1,0,1,0,0,0
2403,"Jacomassa, F.A.F.",2016,2016-2020,Frugivory and seed dispersal of Solanum granuloso-leprosum Dunal (Solanaceae) by birds in deciduous seasonal forest,1,0,0,1,1,0,0,0,1,0,0,0,2,ecosystem,0,1,0,0,,seed dispersal,1,0,0,0,1,0,0,0,0
2405,"Li, H. and Mausel, P. and Brondizio, E. and Deardorff, D.",2010,2006-2010,A framework for creating and validating a non-linear spectrum-biomass model to estimate the secondary succession biomass in moist tropical forests,1,0,1,0,1,1,0,0,0,0,0,0,3,landscape,0,0,1,0,NA,NA,0,0,0,1,0,1,0,0,0
2406,"Turchetto, F and Araujo, MM and Callegaro, RM and Griebeler, AM and Mezzomo, JC and Berghetti, ALP and Rorato, DG",2017,2016-2020,Phytosociology as a tool for forest restoration: a study case in the extreme South of Atlantic Forest Biome,1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,NA,0,0,1,0,1,0,0,0,0
2407,"De Tilesse, F.E.A. and Costa, J.A. and De Figueiredo, J.V. and Navarro-Hevia, J. and Costa, C.A.G.",2021,2021-2025,Stem water storage potential in plants of the Caatinga biome1,1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,NA,0,0,1,0,0,0,0,1,0
2408,"Machado, S and Cysneiros, V and Nascimento, RG and Martins, A and Schmidt, L",2017,2016-2020,Diametric Distribution Projection of Ecological Groups in a Mixed Tropical Forest,1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,NA,0,0,1,0,1,0,0,0,0
2409,"de Freitas, W.K. and MagalhÃ£es, L.M.S.",2016,2016-2020,"VERTICAL STRUCTURE OF THE ARBOREAL COMPONENT UNDER REGENERATION PHASE OF A DECIDUOUS FOREST FRAGMENT, SANTA CATARINA STATE, BRAZIL",1,0,0,1,0,0,0,0,0,0,0,0,1,communities,1,0,0,0,,NA,0,1,1,0,1,0,0,0,0
2410,"Verly, OM and Leite, RV and Tavares-Junior, ID and da Rocha, SJSS and Leite, HG and Gleriani, JM and Rufino, MPMX and Silva, VD and Torres, CMME and Plata-Rueda, A and Castro, BM and Zanuncio, JC and Javocine, LAG",2023,2021-2025,Atlantic forest woody carbon stock estimation for different successional stages using Sentinel-2 data,1,0,1,0,1,1,0,0,0,0,0,0,3,landscape,0,0,1,0,,NA,0,0,0,1,1,0,0,0,0
