author,year,title,abstract,group
"Mathieu, J; Rossi, JP; Mora, P; Lavelle, P; Martins, PFD; Rouland, C; Grimaldi, M",2005,"Recovery of soil macrofauna communities after forest clearance in Eastern Amazonia, Brazil","As primary forest is cleared, pastures and secondary forest occupy an increasing space in the Amazonian landscape. We evaluated the effect of forest clearing on a soil macrofauna (invertebrate) community in a smallbolder farming system of southeastern Amazonia. We sampled the soil macrofauna in 22 plots of forest, upland rice fields, pastures, and fallows of different ages. In total, we collected 10, 728 invertebrates. In cleared plots the species richness per plot of the soil macrofauna fell from 76 to 30 species per plot immediately after forest clearance, and the composition of the new community was different. Ants, termites, and spiders were most affected by the disturbance. In plots deforested several years before, the effect of forest clearance was highly dependent on the type of land use (pasture or fallow). In fallows, the community was similar to the initial state. The species richness per plot in old fallows rose to 66, and the composition was closer to the primary forests than to the other types of land use. On the contrary, in the pastures the species richness per plot remained low at 47. In fallows, all the groups showed a richness close to that in primary forest, whereas in the forest only the richness of earthworms and Coleoptera recovered. Our results show that forest clearing constitutes a major disturbance for the soil macrofauna and that the recovery potential of the soil macrofauna after 6 or 7 years is much higher in fallows than in pastures. Thus, fallows may play a crucial role in the conservation of soil macrofauna.",tudo
"Thomaz, EL",2013,Slash-and-burn agriculture: Establishing scenarios of runoff and soil loss for a five-year cycle,"Shifting cultivation is an age-old agricultural system that coexists with modern agricultural systems, particularly in the tropics. The characteristics and effects of shifting cultivation are well documented in the literature, including: soil degradation and erosion, nutrient depletion, impacts on biodiversity, and economic trends. Although studies report soil loss during the cropping period under shifting cultivation, few studies have assessed soil erosion during a full slash-and-burn cycle. The objectives of this study were to characterize runoff and soil loss for a full 5-year regeneration cycle in a slash-and-burn system. The measurement of runoff and soil loss was based on three replicate 2-m(2) plots installed in each monitored area. Three agricultural plots in different stages of regeneration were monitored. The data were analyzed by month and year for the 5-year regeneration cycle. Runoff and soil loss decreased exponentially from the burned phase to the early stage of secondary forest. Runoff and soil loss exhibited patterns similar to those of a forested area after only 4-5 years of regeneration. In general, areas undergoing slash and burn in the Guarapuava region are stable and the fallow length, as well. (C) 2013 Elsevier B.V. All rights reserved.",tudo
"Rita, JCD; Gama-Rodrigues, AC; Gama-Rodrigues, EF; Zaia, FC; Nunes, DAD",2013,MINERALIZATION OF ORGANIC PHOSPHORUS IN SOIL SIZE FRACTIONS UNDER DIFFERENT VEGETATION COVERS IN THE NORTH OF RIO DE JANEIRO,"In unfertilized, highly weathered tropical soils, phosphorus (P) availability to plants is dependent on the mineralization of organic P (Po) compounds. The objective of this study was to estimate the mineralization of total and labile Po in soil size fractions of > 2.0, 2.0-0.25 and < 0.25 mm under leguminous forest tree species, pasture and capoeira (secondary forest) in the 0-10 cm layer of a Red-Yellow Latosol after 90 d of incubation. The type of vegetation cover, soil incubation time and soil size fractions had a significant effect on total P and labile P (Pi and Po) fraction contents. The total average Po content decreased in soil macroaggregates by 25 and 15 % in the > 2.0 and 2.0-0.25 mm fractions, respectively. In contrast, there was an average increase of 90 % of total Po in microaggregates of < 0.25 mm. Labile Po was significantly reduced by incubation in the > 2.0 (-50 %) and < 0.25 mm (-76 %) fractions, but labile Po increased by 35 % in the 2.0-0.25 mm fraction. The Po fraction relative to total extracted P and total labile P within the soil size fractions varied with the vegetation cover and incubation time. Therefore, the distribution of P fractions (Pi and Po) in the soil size fraction revealed the distinctive ability of the cover species to recycle soil P. Consequently, the potential of Po mineralization varied with the size fraction and vegetation cover. Because Po accounted for most of the total labile P, the P availability to plants was closely related to the mineralization of this P fraction.",tudo
"Bochner, JK; Fernandes, MM; Pereira, MG; Balieiro, FDC; Silva Santana, IKD",2008,Organic matter and aggregation of a planosol under different forest coverings,"The litter quality can alter soil aggregation, modifying the transformation dynamics and allocation of soil carbon (C) in different compartments. This study evaluated the aggregate stability and its relation with litter chemical characteristics, organic carbon and free light fraction (FLL) from the organic matter under three different types of vegetation covering: secondary forest (FS) and plantings of Mimosa Caesalpiniaefolia (PM) and Carapa guianenses (PA) with subsequently natural regeneration. Litter samples were characterized using polyfenols, lignin, suberine, tannin and holocelulose content and ON relationship. Soil samples were collected in two depths (0-10 and 10-20 cm) and soil aggregation were estimate using mean weight diameter (DMP), mean geometric diameter (DMG) and index of aggregate stability (IPA) analysis. Soil samples in the same depths were also characterized using C and FLL content. The highest suberine and polyfenols content of the litter found in the areas FS and PM reduced the speed of residues decomposition in the soil causing larger FLL content in both coverings. Those compositions contributed to the stabilization of C in the mineral phase, because the highest C content was found in those areas. This fact is confirmed by the values of DMP, DMG and IEA among the areas. They are higher in the coverings, PM and FS. It can be concluded that the polyfenols and suberine content were decisive in the subdivision of C and in the aggregation of the soil in the areas of FS and PM.",tudo
"Joslin, AH; Markewitz, D; Morris, LA; Oliveira, FD; Figueiredo, RO; Kato, OR",2011,Five native tree species and manioc under slash-and-mulch agroforestry in the eastern Amazon of Brazil: plant growth and soil responses,"Throughout the Amazon of Brazil, manioc (Manihot esculenta) is a staple crop produced through slash-and-burn agriculture. Nutrient losses during slash-and-burn can be large and nutrient demand by food crops so great that fields are often abandoned after two years. In recent decades, farmers have reduced the fallow phase from 20 to similar to 5 years, limiting plant nutrient accumulation to sustain crop yields. Improved fallows through simultaneous planting of trees with food crops may accelerate nutrient re-accumulation. In addition, slash-and-mulch technology may prevent loss of nutrients due to burning and mulch decomposition may serve as a slow-release source of nutrients. This study in Para, Brazil, in a 7-year-old secondary forest following slashing and mulching of the vegetation, involved two main plot treatments (with and without P and K fertilizers) and two sub-plot treatments (with or without a N-2-fixer Inga edulis). A mixed-culture of trees and manioc was planted in all plots. P and K fertilizer increased tree mortality due to weed competition but growth of surviving trees in four of the five tree species tested also increased as did biomass production of manioc. In the N-2-fixer treatment trends of greater growth and survival of four of five tree species and manioc biomass were also observed. Fertilization increased the biomass of competing vegetation, but there was a fertilizer by N-2-fixer interaction as I. edulis caused a reduction in competing biomass in the fertilized treatment. After one year, fertilization increased decomposition of the mulch such that Ca, Mg, and N contents within the mulch all decreased. In contrast, P and K contents of mulch increased in all treatments. No influence of the N-2-fixer on 0-10 cm soil N contents was observed. Two years after establishment, this agroforestry system succeeded in growing a manioc crop and leaving a well-maintained tree fallow after the crop harvest.",tudo
"Joslin, A; Markewitz, D; Morris, LA; Oliveira, FD; Kato, O",2016,Improved fallow: growth and nitrogen accumulation of five native tree species in Brazil,"Small-holding farmers of the Brazilian Amazon often use a rotation of secondary forest, slash-and-burn land-clearing and fallow phase regeneration for agriculture. In recent decades reduction of the fallow phase from similar to 20 to similar to 5 years has limited nutrient accumulation by fallow vegetation to sustain future crop growth. Slash-and-mulch and improved fallow schemes, including use of native nitrogen-fixing species, have been investigated to address the issue. In the current study in eastern Amazonia of Brazil, a 7-year old forest site was slash-and-mulched and four treatments applied; no fertilizer and no N-fixer as the control; no fertilizer with N-fixer; P + K fertilizer with no N-fixer; P + K fertilizer with N-fixer. Manioc was planted in all plots at establishment. After manioc harvest and 4 years of fallow, a total of 6 years after planting, use of P + K fertilizer increased tree growth of four of five planted species. In the presence of the N-fixer I. edulis, trends of increased growth and survival among these four tree species were observed. After 6 years, fertilization with P + K significantly increased tree volume and biomass. The N-fixer lowered survival of other species yet increased estimated N uptake of planted trees. Use of P + K fertilizer without N-fixer might allow for commercial harvest of S. amazonicum at the end of one 7-year crop-fallow cycle without jeopardizing agroecosystem N stocks. Use of P + K fertilizer in the presence of I. edulis can increase planted-tree N-content but increases in competition may limit commercial harvest yet may better sustain future food crop growth.",tudo
"Giesselmann, UC; Martins, KG; Brändle, M; Schädler, M; Marques, R; Brandi, R",2011,Lack of home-field advantage in the decomposition of leaf litter in the Atlantic Rainforest of Brazil,"Experiments using litter monocultures have indicated that litter decomposes faster on its home site owing to specialised decomposers leading to a home-field advantage (HFA). However, most natural forests, in particular tropical rainforests, harbour more than one species of trees, all of which contribute to the local litter layer. Since interactions among different litter types that cause non-additive decomposition dynamics may prevent HFA, the occurrence of HFA in such multispecies ecosystems is still a matter of debate. Here we studied whether there is an HFA in a highly diverse forest ecosystem in the Atlantic Rainforest of Brazil. We used a litter decomposition experiment using natural litter mixtures with reciprocal transfers among three forest successional stages that differed in their tree species composition and general litter quality. We also investigated the role of soil macro- and meso-invertebrates for HFA and their relative importance along a successional gradient. Results of various statistical procedures failed to demonstrate HFA. A reason for this lack of a HFA may be rapid shifts in the composition of local microbial communities in response to local litter quality. Our experiments indicate a rapid resilience of the microbial decomposition during forest regeneration. (C) 2011 Elsevier B.V. All rights reserved.",tudo
"Rodrigues, KD; Correia, MEF; de Resende, AS; Camilo, FD; Campelo, EFC; Franco, AA; Dechen, SCF",2016,SOIL FAUNA ALONG THE PROCESS OF ECOLOGICAL SUCCESSION IN GULLIES REVEGETATED IN THE MUNICIPALITY OF PINHEIRAL - RJ,"The diversity, richness and composition of the soil epigeous fauna community were evaluated in a revegetated gully at the Instituto Federal de Educacao (IFRJ) campus Nilo Pecanha, in the municipality of Pinheiral, Rio de Janeiro state. Revegetation was performed in 2000, and consisted of four different strategies involving N-fixing trees: planting Acacia mangium Willd. (PA); planting Mimosa caesalpiniifolia Benth. (PM); on the outer edges of the gully head (PTS); and planting a mix of legume tree species into the gully (IVR2000). Acacia mangium and Mimosa caesalpiniifolia were planted above the gully head. A nearby 20-year secondary forest remnant was used as a reference site. Ten pitfall traps were used for the sampling of epigeous fauna at each one of the five areas (MOLDENKE, 1994). Sampling was performe in May 2000, June 2006, and April 2008. Six years after revegetation has started, fauna group richness and diversity increased both into the gully and in Mimosa caesalpiniifolia plantation. For the 2000 and 2006 samplings a PCA showed that groups were mostly associated to 2006, and completely opposite to 2000. Acacia mangium plantation had the lowest group richness. In the 2008 sampling, pasture showed the lowest group richness, and according to the PCA groups into the gully were associated to 2008, and completely opposite to 2000 and 2006. Formicidae and Collembola (Entomobryomorpha) were dominant in all sampled areas, both in 2000 and 2008, and into the gully in 2006 as well.",tudo
"Guardiola-Claramonte, M; Troch, PA; Ziegler, AD; Giambelluca, TW; Vogler, JB; Nullet, MA",2008,Local hydrologic effects of introducing non-native vegetation in a tropical catchment,"This study investigates the hydrologic implications of land use conversion from native vegetation to rubber (Hevea brasiliensis) in Southeast Asia The experimental catchment, Nam Ken (69 km(2)), is located in Xishuangbanna Prefecture (22 degrees N. 101 degrees E), in the south of Yunnan province, in southwestern China. During 2005 and 2006, we collected hourly records of 2 to deep soil moisture profiles in rubber and three native land-covers (tea, secondary forest and grassland), and measured surface radiation above the tea and rubber canopies. Observations show that root water uptake of rubber during the dry season is controlled by day-length. whereas water demand of the native vegetation starts with the arrival of the first monsoon rainfall. The different dynamics of root water uptake in rubber result in distinct depletion of soil moisture in deeper layers. Traditional evapotranspiration and soil moisture models are unable to simulate this specific behaviour. Therefore, a different conceptual model. taking in account vegetation dynamics, is needed to predict hydrologic changes due to land use conversion in the area. Copyright (C) 2008 John Wiley & Sons. Ltd.",tudo
"Saad, LP; Souza-Campana, DR; Bueno, OC; Morini, MSC",2017,Vinasse and Its Influence on Ant (Hymenoptera: Formicidae) Communities in Sugarcane Crops,"Sugarcane is an important crop within the Brazilian socioeconomic landscape. There is a constant need for approaches to increase sustainability at all steps of the production chain. Irrigating sugarcane crops with vinasse is one of these approaches, because vinasse is a residue of sugarcane processing that can be used to fertilize these same crops. However, due to its chemical properties, vinasse may be harmful to soil fauna. Analyzing the structure and functional organization of ant communities is a fast and practical way to monitor sites affected by the addition of chemicals. This study compared the structure of soil ant communities in vinasse-irrigated sugarcane crops to those in secondary forests adjacent to the crops. In total, 32 genera and 107 species of ants were observed; of these, 30 species foraged in crop fields and 102 foraged in forests. Twenty-five percent of the species were present in both crops and forests. Ant communities in crop soil had poorer taxonomic composition and lower richness in each functional group compared to communities in forest remnants. However, regardless of vegetation type, epigeic ants were more diverse, and Dorymyrmex brunneus (crop) and Pachycondyla striata (forest) were very frequent. Vinasse did not increase the diversity of epigeic and hypogeic ants, but it may affect the community composition.",tudo
"de Lima, SS; Biassi, D; Ferreira, CD; Matos, PS; Rocha, LV; Pereira, MG; Zonta, E",2021,Epigeal fauna and soil attributes in a cover-cropped organic vegetable system,"This study assessed the effect of cover crop biomass on the epigeal fauna of an organic eggplant (Solarium melongena L.) cropping system. A randomized block design was used, with four cover crop treatments: brachiaria, crotalaria, millet, and cocktail (brachiaria, crotalaria and millet). The epigeal faunal indices were determined at each plot. The epigeal fauna of a secondary forest site was also assessed for comparison. Epigeal individuals were collected using pitfall traps at two sampling periods (110 and 180 days after mowing cover crops). Soil samples were collected for determination of physical and chemic properties. 2032 individuals were captured in the first sampling and 3806 individuals in the second. The highest values of wealth in the first collection were observed in the millet and cocktail areas. Cluster analysis showed similarity of epigeal faunal groups between millet and brachiaria plots at thefirst sampling and between cocktail and crotalaria sites at the second sampling. Co-inertia analysis showed a significant covariance between epigeal fauna at the second sampling and soil properties. The cover crops management had a beneficial influence on the activity, wealth and ecological indexes, in both sampling periods. The positive association observed between epigeal faunal groups and soil physical and chemical properties demonstrates the efficiency of cover crops in improving soil quality in organic cropping systems.",tudo
"Lima, AS; Nóbrega, RSA; Barberi, A; da Silva, K; Ferreira, DF; Moreira, FMD",2009,Nitrogen-fixing bacteria communities occurring in soils under different uses in the Western Amazon Region as indicated by nodulation of siratro (Macroptilium atropurpureum),"Understanding native communities is a crucial step for the management of biological nitrogen fixation, since they may be either a source of efficient strains or a limiting factor when efficient strains need to be introduced. This work aimed to evaluate the density, diversity and efficiency of Leguminosae nodulating bacterial (LNB) communities and their component strains in soils under various land use systems (LUSs): pristine forest, agriculture, pasture, agroforestry, young secondary forest, and old secondary forest,. The LNB communities were trapped from these soils by using the promiscuous host siratro under controlled conditions. We also studied their relationships with physical and chemical attributes of the soil. Agroforestry and agriculture soil samples induced the highest number of nodules in siratro, while forest soil samples induced the lowest number of nodules. No relationship was found between LNB and Leguminosae species diversity in the LUSs. The soil chemical variables that were most related to differences in nodule number and shoot dry matter weight of plants inoculated with soil suspensions of the LUSs were, respectively: Ca2+, Mg2+, base saturation, exchangeable bases and Cu2+; and pH, cation exchange capacity, B, Cu2+ and clay. Although, LNB communities from all LUSs were efficient under controlled and similar conditions, they were found to be composed of strains with variable efficiency: inefficient, efficient, highly efficient and superior efficiency. Efficient strains occurred at the highest frequency in all LUSs. The isolated strains presented similar and new sequences that were phylogenetically related to well known LNB genera in alpha-and beta-Proteobacteria. Unusual genera in these branches, as well as in other branches, which are probably endophytic bacteria, were also isolated from nodules. These data support siratro as a useful trap species to study the LNB biodiversity of diverse ecosystems in tropical soils. The fact that the highest diversity and nodulation were seen in managed systems such as agriculture and agroforestry suggests a high resilience of LNB communities to changes in land use after deforestation in a region where large forest areas are still preserved and can be a source of propagules.",tudo
"Bini, D; dos Santos, CA; do Carmo, KB; Kishino, N; Andrade, G; Zangaro, W; Nogueira, MA",2013,Effects of land use on soil organic carbon and microbial processes associated with soil health in southern Brazil,"Carbon plays a key role in determining soil health, which is defined as the soil's capacity to maintain environmental functions and biological productivity. In this study, C cycling was evaluated in soils along a gradient of land use, from native forest (NF), reforested sites (secondary forest - SF, Araucaria angustifolia - AR, Pinus elliottii - PI), clear-cut P. elliottii stands (CT) to farmland (AG). NF, AR, and SF sites had lower litter C:N ratios than PI, CT, and AG sites. Soils under forests had more organic C than CT and AG soils, whereas soils with native species had more microbial biomass C than PI, CT and AG soils. Both metabolic quotient (qCO(2)) and dehydrogenase activity increased with land use. Multivariate analysis revealed that soils of AR and SF were similar to NF and differed from CT and AG, which had higher qCO(2) and dehydrogenase activity, suggesting microbial stress. Litter C:N ratios and soil microbial biomass C, moisture, CO2 evolution, and cellulase activity discriminated most effectively between land uses. Reforestation with native species restored soil properties to levels similar to those in NF, being more sustainable, whereas reforestation with the exotic P. elliottii made soils more similar to AG soils. (C) 2013 Elsevier Masson SAS. All rights reserved.",tudo
"Díaz-Ricaurte, JC; Villegas, NCA; Coronado, JDL; Garzón, GXM; Fiorillo, BF",2022,Effects of agricultural systems on the anuran diversity in the Colombian Amazon,"We provide information on the diversity of anurans from agroforestry systems in the Colombian Amazon. This area is inserted at the tropical rainforest ecosystem and consists mainly of secondary forest remnants surrounded by crops, grasslands, and agroforestry systems. From February to May 2015, we sampled anurans mainly with visual and auditory surveys. We recorded a total of 1096 individuals of 20 species of anurans from six families at the study area. The relictual forest was the richest environment, followed by Achapo and Cacao agroforestry systems. The Achapo system showed great similarity in species composition with relictual forest; however, the latter presented the highest number of exclusive species, whereas the first presented only two and Cacao system did not have any exclusive species. Our results show that the richness can vary between the different types of agroforestry systems and highlight their importance as management tool for anurans conservation in the Colombian Amazon.",tudo
"Vilela, MDL; Silva, EM; Frühauf, AC; da Silva, EM; Muniz, JA; Fernandes, TJ",2022,Comparison of nonlinear models for the description of carbon mineralization in degraded pasture soil and in soils with plant cover,"Tree planting is an important way to restore degraded areas, however, the quality of the plant residue added to the soil influences the organic matter decomposition rate and, consequently, carbon availability. Carbon mineralization curves over time make it possible to understand the decomposition of organic residues and improve soil management. Nonlinear regression models have been used to describe the dynamics of carbon mineralization over time, as they summarize the information contained in the data in just a few parameters with practical interpretations. Thus, this study aimed at evaluating the nonlinear models Cabrera, Juma and Stanford & Smith to describe the soil carbon mineralization in the following plantations: Secondary forest, Acacia auriculiformis, Mimosa caesalpiniifolia and Pasture, obtained from the first to the twentieth week. All the computational part involved in the adjustments and analyses was performed using the R statistical software. The most suitable regression model was selected for the description of soil carbon mineralization for each vegetation cover based on the following criteria: adjusted coefficient of determination (R-adj(2)), residual standard deviation (RSD) and Akaike information criterion (AIC). For Acacia, the Cabrera model was indicated as the best to describe this treatment. For Forest and Pasture, the Juma model had the best fit, and the Stanford & Smith model best described the Mimosa treatment.",tudo
"dos Santos, AMG; Gatto, A; Oliveira, EP; Ribeiro, FP; Hodecker, BER; Bussinguer, AP; Ferreira, NCD",2022,Land use on the diversity of soil invertebrates in the forest region of the amazon,"The objective was to evaluate the effects of different land use systems on soil quality. The study was carried out at the Confian??a Experimental Field -Embrapa -RR. Eight land uses were evaluated in 50 x 50 m plots; forest, capoeira (a kind of secondary forest), managed capoeira, agroforestry without using inputs, agroforestry using inputs, altered pasture, managed pasture and a peach palm/heart palm production system. Mesofauna was obtained using a Berlese-Tullgren funnel, samples were collected with a 5 x 5 cm probe, introduced into the soil at a depth of 5 cm. The samples were sorted using the group experts key. The following were evaluated: biological characterization of the mesofauna and frequency and diversity of the Collembola group. The environments showed high diversification of mesofauna orders, with the highest frequencies in environments with greater ground cover. The use of peach palm/heart palm soil stood out, with high diversity of order and individuals, equivalent to environments with greater soil cover. Invertebrates soil diversity can be better studied and is a good indicator of soil quality.",tudo
"Montagnini, F; Fanzeres, A; DaVinha, SG",1995,"The potentials of 20 indigenous tree species for soil rehabilitation in the Atlantic forest region of Bahia, Brazil","1. The goal of this research was to identify indigenous tree species with a positive influence on soil fertility in order to design mixed-tree and tree/crop systems for the Atlantic forest region of Bahia, Brazil. The study focused on 20 native tree species growing in 14-15-year-old stands in an arboretum at Pau Brasil Ecological Station. Although the small size of the areas sampled and the lack of adequate replication limits the interpretation of the results, the pure tree stands offered a unique opportunity to evaluate the nutrient cycling characteristics of several species which could be useful for their future utilization in land rehabilitation systems. 2. Soils for chemical analysis and bulk density were sampled under a 25-year-old secondary forest, a mixed-species plantation, the native forest and under the 20 species in question. Forest-floor litter and live leaf samples were analysed for N, P, K, Ca, Mg and Al. 3. Soil fertility was higher in secondary than in primary forest. The mixed plantation had similar soil pH, C, N and Mg, slightly higher P, and lower K and Ca than the primary forest. Litter accumulation on the floor was larger in secondary than in primary forest. Litter nutrients were also higher in secondary than in primary forest. 4. Positive effects on soils were noted under 15 out of the 20 species studied, among those Inga affinis, Parapiptadenia pterosperma (N-fixing species); Arapatiella psilophylla, Caesalpinia echinata, (leguminous, non-N-fixing); Eschweilera ovata, Lecythis pisonis, Licania hypoleuca (of other families). 5. Among the 20 species in the arboretum, the highest dry weights of forest-floor litter were found under Arapatiella psilophylla, Bombax macrophyllum, Inga affinis, Licania hypoleuca and Pithecellobium pedicellare; positive effects on soils were found under all these species, with P. pedicellare having the least influence. This suggests that forest-floor nutrients were incorporated in the soil via decomposition under these species. 6. Species that contribute to increased C and N, such as Caesalpinia echinaia, Inga affinis, Parapiptadenia pterosperma and Plathymenia foliolosa, could be combined with those that increase soil pH, basic cations or both, such as Copaifera luscens, Eschweilera ovata, Lecythis pisonis and Licania hypoleuca. The inclusion of Arapatiella psilophylla, Bombax macrophyllum, Buchenavia grandis, Caesalpinia echinata, Cassia spp., Hymenaea aurea and Inga affinis could contribute to increased levels of extractable P in the surface soils. In addition to their potential effects on soil fertility, species choices must be guided by seed and seedling availability, as well as by farmers' preferences, local uses for the species and economic aspects (cost of establishment and market potential).",tudo
"Zangaro, W; Alves, RD; de Souza, PB; Rostirola, LV; Lescano, LEAM; Rondina, ABL; Nogueira, MA",2014,Succession and environmental variation influence soil exploration potential by fine roots and mycorrhizal fungi in an Atlantic ecosystem in southern Brazil,"Fast-growing plant species are plentiful at the early stages of succession and possess roots with greater capacity for soil exploration than slow-growing plant species of late stages. Thus, the dynamics of fine-root production, morphological traits and arbuscular mycorrhizal fungal (AMF) infection intensity were assessed monthly over 1 y in the grassland, scrub, secondary and mature forests of the Atlantic Forest ecosystem, amounting to 13 consecutive samplings. Fine roots were sampled in three 100 x 100-m plots at each study site. Each plot was subdivided in five 20 x 100-m subplots and 15 soil samples were randomly taken from a depth of 0-5 cm in soil within each plot. The average of the fine-root dry mass increased from 1.39 mg cm(-3) soil in the grassland to 3.37 mg cm(-3) in the secondary forest; fine-root tip diameter varied from 146 mu m in the grassland to 303 mu m in the mature forest; tissue density from 0.24 g cm(-3) root in the grassland to 0.30 g cm(-3) in the mature forest and fine-root length was 4.52 cm cm-3 soil in the grassland and 6.48 cm cm(-3) soil in the secondary forest. On the other hand, fine-root specific length decreased from 43.9 m g(-1) root to 18.3 m g(-1) root in the mature forest; incidence of root hairs was 67% in the grassland and 30% in the mature forest; the length of root hairs was 215 mu m in the grassland and 112 mu m in the mature forest; and the intensity of AMF infection decreased from 66% in the grassland to 17% in the mature forest. In addition to AMF infection, the environmental variation also affected dry mass production and morphological traits of fine roots. During the cool season, fine-root dry mass, fine-root length, incidence and length of root hairs and intensity of AMF infection decreased compared with the warm season. We verified that the potential for soil exploration, that expresses the capacity for nutrient acquisition via fine roots and AMF infection intensity, decreased during the cool season and with the advance of the successional groups. These results indicate that fine-root traits and intensity of AMF infection are influenced by the intrinsic nutrient requirements of the plant species in each ecological group.",tudo
"Pimentel, MS; De-Polli, H; de Aquino, AM; Correia, MEF; Rouws, JRC",2011,Bioindicators of soil quality in coffee organic cultivation systems,"The objective of this work was to assess the effect of different coffee organic cultivation systems on chemical and biological soil characteristics, in different seasons of the year. The following systems were evaluated: coffee intercropped with one (CJ1), two (CJ2) or three (CJ3) pigeon pea (Cajanus cajan) alleys; coffee planted under full sun (CS); area planted with sweet pepper and snap bean in a conventional tillage system (AC); and secondary forest area (FFR). Row spacing in CJ1, CJ2, CJ3 and CS was 2.0x1.0, 2.8x1.0, 3.6x1.0, and 2.8x1.0 m, respectively. Soil samples were collected at 10-cm depth, during the four seasons of the year. The results were subjected to analysis of variance, principal component analysis, and redundancy analysis. There was an increase in edaphic macrofauna, soil basal respiration, and microbial quotient in the summer. Total macrofauna density was greater in CJ2 followed by CJ3, CS, CJ1, AC and FFR; Coleoptera, Formicidae, and Isoptera were the most abundant groups. There are no significant differences among the areas for soil basal respiration, and the metabolic quotient is higher in CJ1, CJ3, and FFR. Microbial biomass carbon and the contents of K, pH, Ca+Mg, and P show greater values in AC.",tudo
"Quartucci, F; Gocke, M; Denich, M; Gonsalves, JLD; Amelung, W",2023,Deep soil carbon loss offsets rapid aboveground carbon accumulation after reforestation,"Carbon (C) sequestration following land restoration is an efficient measure of climate change mitigation. However, most studies including the international 4 per 1000 '' Initiative focus on topsoil C only. Here, we studied the response of deep soil C to different land restoration approaches. Samples were taken from rural sites in the Atlantic Forest Biome (Brazil), using a paired site design with triplicates of different 16-to-19-year-old restoration approaches of former arable land: reforestation, natural regeneration, and agroforestry sites. Adjacent arable land and a > 25-year-old secondary forest served as references. We determined aboveground and belowground C pools, including deep soil until 3 m depth. We did not find statistical differences among the three restoration methods for the C sequestration in the whole ecosystem. However, the C stock in the aboveground living biomass in the reforestation site was 85 +/- 15 Mg ha (-1), significantly exceeding the respective aboveground C in natural regeneration (40 +/- 13 Mg ha(-1)) and agroforestry system (25 +/- 5 Mg ha(-1)), respectively. This order, however, was reversed in soil, where reforestation caused a loss of soil organic carbon (SOC) by 27 Mg ha(- 1) below 40 cm depth, whereas SOC stocks in the agroforestry system and natural regeneration site increased by 41 and 25 Mg C/ha, respectively, compared to arable land. We thus conclude that deep soil carbon losses can negate aboveground carbon accrual after land restoration, which emphasizes the importance of including this pool in C sequestration studies.",tudo
"Martins, SV; Pilocelli, A; Kruschewsky, GC; Dias, AA; Nabeta, FH; Villa, PM",2024,Seed bank and aboveground vegetation of Atlantic Forest re-growing on mining tailings in Mariana: Highlighting diversity patterns of functional groups,"Natural regeneration after mining activities depends largely on the soil seed bank (SSB) and aboveground vegetation (AGV) richness and composition. We evaluated the species diversity pattern of the SSB and AGV on soil and technosol across second-growth Atlantic Forests (SGFs) after mining tailings deposition in Mariana, southeastern Brazil. Two second-growth Atlantic seasonal semideciduous forests of different stand ages were selected: a 3-year-old stand of SGF re-growing on tailings (SGF tailings) and a 30-year-old stand of native reference forest not affected by tailings (SGF nontailings). Overall, the results showed significant differences in forest attributes (species richness and composition) in the SSB and AGV between the two forest patches evaluated (SGF tailings and SGF nontailings). Moreover, both nonzoochoric and zoochoric dispersed species of AGV showed significant differences between second-growth forests, with higher variability of community-weighted mean in SGF tailings. The result shows smaller differences in species richness between forest types for both SBB (ranging 85 and 90 species) and AGV (similar to 55 species). Despite the time difference between the secondary forest and the absence of zoochoric species in the tailings seed bank, the AGV that are re-growing on mining tailings presented a high proportion of zoochoric species. This pattern of species richness and community composition variability observed in the technosol seed bank, and AGV that are re-growing after the deposition of mining tailings are important recovery indicators for plant communities affected.",tudo
"Maure, LA; Diniz, MF; Coelho, MTP; de Oliveira, MPS; Ribeiro, MC; da Silva, FR; Hasui, É",2022,Predicting resilience and stability of early second-growth forests,"Identifying deforested areas with high potential for natural forest recovery can be used as an aid for ecological restoration projects at large-scale. However, accurate predictions that infer the resilience (i.e. recovery rate after deforestation) and stability (i.e. the ability of the ecosystem to maintain its functions) of early second-growth forests are scarce at a regional scale. Here, we investigated the effect of climate, soil and topography on the resilience and stability of 165 early second-growth forests throughout the Brazilian Atlantic Forest. We also built prediction maps of potential resilience and stability to identify where reforestation could be optimized in the early stages of forest succession. We assessed the resilience and stability through an interannual plant primary productivity time series using a normalized difference vegetation index. Our analysis reveals that resilience was mainly associated with isothermality (i.e. diurnal temperature oscillation relative to the annual temperature oscillation) and precipitation of the warmest quarter. In turn, stability was mainly associated with the probability of bedrock occurrence, annual precipitation and precipitation seasonality. The prediction maps show a spatial pattern in which potential resilience and stability increase from north to south of the Atlantic Forest. Forest restoration can be optimized in regions with high potential resilience and stability, such as an isolated area on the north coast in the Bahia state and the southern region. However, restoration may require active practices and management in regions with low potential for both ecosystem properties, such as the north inland in the Bahia and Minas Gerais states. This ecosystemic approach can help achieve Atlantic Forest restoration commitments.",tudo
